time,teta,dteta,torque
0.0000,0.0000,0.0000,0.0000
0.0125,0.0393,3.1408,-0.4319
0.0250,0.0785,3.1359,-0.2349
0.0375,0.1175,3.1263,-0.0376
0.0500,0.1564,3.1118,0.1598
0.0625,0.1951,3.0925,0.3570
0.0750,0.2334,3.0684,0.5535
0.0875,0.2714,3.0396,0.7493
0.1000,0.3090,3.0061,0.9439
0.1125,0.3461,2.9680,1.1370
0.1250,0.3827,2.9253,1.3284
0.1375,0.4187,2.8781,1.5177
0.1500,0.4540,2.8265,1.7047
0.1625,0.4886,2.7705,1.8890
0.1750,0.5225,2.7102,2.0705
0.1875,0.5556,2.6457,2.2487
0.2000,0.5878,2.5772,2.4235
0.2125,0.6191,2.5047,2.5945
0.2250,0.6494,2.4283,2.7616
0.2375,0.6788,2.3482,2.9244
0.2500,0.7071,2.2645,3.0826
0.2625,0.7343,2.1773,3.2362
0.2750,0.7604,2.0867,3.3847
0.2875,0.7853,1.9929,3.5280
0.3000,0.8090,1.8960,3.6659
0.3125,0.8315,1.7962,3.7981
0.3250,0.8526,1.6936,3.9245
0.3375,0.8725,1.5885,4.0448
0.3500,0.8910,1.4808,4.1589
0.3625,0.9081,1.3709,4.2665
0.3750,0.9239,1.2589,4.3676
0.3875,0.9382,1.1449,4.4620
0.4000,0.9511,1.0292,4.5494
0.4125,0.9625,0.9119,4.6299
0.4250,0.9724,0.7932,4.7032
0.4375,0.9808,0.6732,4.7693
0.4500,0.9877,0.5522,4.8280
0.4625,0.9931,0.4304,4.8793
0.4750,0.9969,0.3079,4.9230
0.4875,0.9992,0.1849,4.9592
0.5000,1.0000,0.0617,4.9877
0.5125,0.9992,-0.0617,5.0085
0.5250,0.9969,-0.1849,5.0216
0.5375,0.9931,-0.3079,5.0269
0.5500,0.9877,-0.4304,5.0245
0.5625,0.9808,-0.5522,5.0144
0.5750,0.9724,-0.6732,4.9965
0.5875,0.9625,-0.7932,4.9709
0.6000,0.9511,-0.9119,4.9377
0.6125,0.9382,-1.0292,4.8968
0.6250,0.9239,-1.1449,4.8484
0.6375,0.9081,-1.2589,4.7925
0.6500,0.8910,-1.3709,4.7292
0.6625,0.8725,-1.4808,4.6586
0.6750,0.8526,-1.5885,4.5809
0.6875,0.8315,-1.6936,4.4961
0.7000,0.8090,-1.7962,4.4043
0.7125,0.7853,-1.8960,4.3058
0.7250,0.7604,-1.9929,4.2006
0.7375,0.7343,-2.0867,4.0889
0.7500,0.7071,-2.1773,3.9710
0.7625,0.6788,-2.2645,3.8469
0.7750,0.6494,-2.3482,3.7169
0.7875,0.6191,-2.4283,3.5811
0.8000,0.5878,-2.5047,3.4399
0.8125,0.5556,-2.5772,3.2933
0.8250,0.5225,-2.6457,3.1416
0.8375,0.4886,-2.7102,2.9851
0.8500,0.4540,-2.7705,2.8240
0.8625,0.4187,-2.8265,2.6586
0.8750,0.3827,-2.8781,2.4890
0.8875,0.3461,-2.9253,2.3156
0.9000,0.3090,-2.9680,2.1387
0.9125,0.2714,-3.0061,1.9584
0.9250,0.2334,-3.0396,1.7751
0.9375,0.1951,-3.0684,1.5891
0.9500,0.1564,-3.0925,1.4007
0.9625,0.1175,-3.1118,1.2100
0.9750,0.0785,-3.1263,1.0176
0.9875,0.0393,-3.1359,0.8235
1.0000,0.0000,-3.1408,0.6282
1.0125,-0.0393,-3.1408,0.4319
1.0250,-0.0785,-3.1359,0.2349
1.0375,-0.1175,-3.1263,0.0376
1.0500,-0.1564,-3.1117,-0.1598
1.0625,-0.1951,-3.0925,-0.3570
1.0750,-0.2334,-3.0684,-0.5535
1.0875,-0.2714,-3.0396,-0.7493
1.1000,-0.3090,-3.0061,-0.9439
1.1125,-0.3461,-2.9680,-1.1370
1.1250,-0.3827,-2.9253,-1.3284
1.1375,-0.4187,-2.8781,-1.5177
1.1500,-0.4540,-2.8264,-1.7047
1.1625,-0.4886,-2.7705,-1.8890
1.1750,-0.5225,-2.7102,-2.0705
1.1875,-0.5556,-2.6457,-2.2487
1.2000,-0.5878,-2.5772,-2.4235
1.2125,-0.6191,-2.5047,-2.5945
1.2250,-0.6494,-2.4283,-2.7616
1.2375,-0.6788,-2.3482,-2.9244
1.2500,-0.7071,-2.2645,-3.0826
1.2625,-0.7343,-2.1773,-3.2362
1.2750,-0.7604,-2.0867,-3.3847
1.2875,-0.7853,-1.9929,-3.5280
1.3000,-0.8090,-1.8960,-3.6659
1.3125,-0.8315,-1.7962,-3.7981
1.3250,-0.8526,-1.6937,-3.9245
1.3375,-0.8725,-1.5885,-4.0448
1.3500,-0.8910,-1.4808,-4.1589
1.3625,-0.9081,-1.3709,-4.2665
1.3750,-0.9239,-1.2589,-4.3676
1.3875,-0.9382,-1.1450,-4.4620
1.4000,-0.9511,-1.0292,-4.5494
1.4125,-0.9625,-0.9119,-4.6299
1.4250,-0.9724,-0.7932,-4.7032
1.4375,-0.9808,-0.6732,-4.7693
1.4500,-0.9877,-0.5522,-4.8280
1.4625,-0.9931,-0.4304,-4.8793
1.4750,-0.9969,-0.3079,-4.9230
1.4875,-0.9992,-0.1849,-4.9592
1.5000,-1.0000,-0.0617,-4.9877
1.5125,-0.9992,0.0617,-5.0085
1.5250,-0.9969,0.1849,-5.0216
1.5375,-0.9931,0.3079,-5.0269
1.5500,-0.9877,0.4304,-5.0245
1.5625,-0.9808,0.5522,-5.0144
1.5750,-0.9724,0.6732,-4.9965
1.5875,-0.9625,0.7932,-4.9709
1.6000,-0.9511,0.9119,-4.9377
1.6125,-0.9382,1.0292,-4.8968
1.6250,-0.9239,1.1450,-4.8484
1.6375,-0.9081,1.2589,-4.7925
1.6500,-0.8910,1.3709,-4.7292
1.6625,-0.8725,1.4808,-4.6586
1.6750,-0.8526,1.5885,-4.5809
1.6875,-0.8315,1.6937,-4.4961
1.7000,-0.8090,1.7962,-4.4043
1.7125,-0.7853,1.8960,-4.3058
1.7250,-0.7604,1.9929,-4.2006
1.7375,-0.7343,2.0867,-4.0889
1.7500,-0.7071,2.1773,-3.9710
1.7625,-0.6788,2.2645,-3.8469
1.7750,-0.6494,2.3482,-3.7169
1.7875,-0.6191,2.4283,-3.5811
1.8000,-0.5878,2.5047,-3.4399
1.8125,-0.5556,2.5772,-3.2933
1.8250,-0.5225,2.6457,-3.1416
1.8375,-0.4886,2.7102,-2.9851
1.8500,-0.4540,2.7705,-2.8240
1.8625,-0.4187,2.8264,-2.6586
1.8750,-0.3827,2.8781,-2.4890
1.8875,-0.3461,2.9253,-2.3156
1.9000,-0.3090,2.9680,-2.1387
1.9125,-0.2714,3.0061,-1.9584
1.9250,-0.2334,3.0396,-1.7751
1.9375,-0.1951,3.0684,-1.5891
1.9500,-0.1564,3.0925,-1.4007
1.9625,-0.1175,3.1117,-1.2100
1.9750,-0.0785,3.1263,-1.0176
1.9875,-0.0393,3.1359,-0.8235
2.0000,-0.0000,3.1408,-0.6282
2.0125,0.0393,3.1408,-0.4319
2.0250,0.0785,3.1360,-0.2349
2.0375,0.1175,3.1262,-0.0376
2.0500,0.1564,3.1118,0.1598
2.0625,0.1951,3.0925,0.3570
2.0750,0.2334,3.0684,0.5535
2.0875,0.2714,3.0396,0.7493
2.1000,0.3090,3.0061,0.9439
2.1125,0.3461,2.9680,1.1370
2.1250,0.3827,2.9253,1.3284
2.1375,0.4187,2.8781,1.5177
2.1500,0.4540,2.8265,1.7047
2.1625,0.4886,2.7704,1.8890
2.1750,0.5225,2.7102,2.0705
2.1875,0.5556,2.6457,2.2487
2.2000,0.5878,2.5772,2.4235
2.2125,0.6191,2.5047,2.5945
2.2250,0.6494,2.4283,2.7616
2.2375,0.6788,2.3482,2.9244
2.2500,0.7071,2.2645,3.0826
2.2625,0.7343,2.1773,3.2362
2.2750,0.7604,2.0867,3.3847
2.2875,0.7853,1.9929,3.5280
2.3000,0.8090,1.8960,3.6659
2.3125,0.8315,1.7962,3.7981
2.3250,0.8526,1.6937,3.9245
2.3375,0.8725,1.5885,4.0448
2.3500,0.8910,1.4808,4.1589
2.3625,0.9081,1.3709,4.2665
2.3750,0.9239,1.2589,4.3676
2.3875,0.9382,1.1450,4.4620
2.4000,0.9511,1.0292,4.5494
2.4125,0.9625,0.9119,4.6299
2.4250,0.9724,0.7932,4.7032
2.4375,0.9808,0.6732,4.7693
2.4500,0.9877,0.5522,4.8280
2.4625,0.9931,0.4304,4.8793
2.4750,0.9969,0.3079,4.9230
2.4875,0.9992,0.1849,4.9592
2.5000,1.0000,0.0617,4.9877
2.5125,0.9992,-0.0617,5.0085
2.5250,0.9969,-0.1849,5.0216
2.5375,0.9931,-0.3079,5.0269
2.5500,0.9877,-0.4304,5.0245
2.5625,0.9808,-0.5522,5.0144
2.5750,0.9724,-0.6732,4.9965
2.5875,0.9625,-0.7932,4.9709
2.6000,0.9511,-0.9119,4.9377
2.6125,0.9382,-1.0292,4.8968
2.6250,0.9239,-1.1450,4.8484
2.6375,0.9081,-1.2589,4.7925
2.6500,0.8910,-1.3709,4.7292
2.6625,0.8725,-1.4808,4.6586
2.6750,0.8526,-1.5885,4.5809
2.6875,0.8315,-1.6937,4.4961
2.7000,0.8090,-1.7962,4.4043
2.7125,0.7853,-1.8960,4.3058
2.7250,0.7604,-1.9929,4.2006
2.7375,0.7343,-2.0867,4.0889
2.7500,0.7071,-2.1773,3.9710
2.7625,0.6788,-2.2645,3.8469
2.7750,0.6494,-2.3482,3.7169
2.7875,0.6191,-2.4283,3.5811
2.8000,0.5878,-2.5047,3.4399
2.8125,0.5556,-2.5772,3.2933
2.8250,0.5225,-2.6457,3.1416
2.8375,0.4886,-2.7102,2.9851
2.8500,0.4540,-2.7704,2.8240
2.8625,0.4187,-2.8265,2.6586
2.8750,0.3827,-2.8781,2.4890
2.8875,0.3461,-2.9253,2.3156
2.9000,0.3090,-2.9680,2.1387
2.9125,0.2714,-3.0061,1.9584
2.9250,0.2334,-3.0396,1.7752
2.9375,0.1951,-3.0684,1.5891
2.9500,0.1564,-3.0925,1.4007
2.9625,0.1175,-3.1118,1.2100
2.9750,0.0785,-3.1262,1.0175
2.9875,0.0393,-3.1360,0.8235
3.0000,0.0000,-3.1408,0.6282
3.0125,-0.0393,-3.1408,0.4319
3.0250,-0.0785,-3.1360,0.2349
3.0375,-0.1175,-3.1262,0.0376
3.0500,-0.1564,-3.1118,-0.1598
3.0625,-0.1951,-3.0925,-0.3570
3.0750,-0.2334,-3.0684,-0.5535
3.0875,-0.2714,-3.0396,-0.7493
3.1000,-0.3090,-3.0061,-0.9439
3.1125,-0.3461,-2.9680,-1.1370
3.1250,-0.3827,-2.9253,-1.3284
3.1375,-0.4187,-2.8781,-1.5177
3.1500,-0.4540,-2.8265,-1.7047
3.1625,-0.4886,-2.7704,-1.8890
3.1750,-0.5225,-2.7102,-2.0705
3.1875,-0.5556,-2.6457,-2.2487
3.2000,-0.5878,-2.5772,-2.4235
3.2125,-0.6191,-2.5047,-2.5945
3.2250,-0.6494,-2.4283,-2.7616
3.2375,-0.6788,-2.3482,-2.9244
3.2500,-0.7071,-2.2645,-3.0826
3.2625,-0.7343,-2.1773,-3.2362
3.2750,-0.7604,-2.0867,-3.3847
3.2875,-0.7853,-1.9929,-3.5280
3.3000,-0.8090,-1.8960,-3.6659
3.3125,-0.8315,-1.7962,-3.7981
3.3250,-0.8526,-1.6937,-3.9245
3.3375,-0.8725,-1.5885,-4.0448
3.3500,-0.8910,-1.4808,-4.1589
3.3625,-0.9081,-1.3709,-4.2665
3.3750,-0.9239,-1.2589,-4.3676
3.3875,-0.9382,-1.1450,-4.4620
3.4000,-0.9511,-1.0292,-4.5494
3.4125,-0.9625,-0.9119,-4.6299
3.4250,-0.9724,-0.7932,-4.7032
3.4375,-0.9808,-0.6732,-4.7693
3.4500,-0.9877,-0.5522,-4.8280
3.4625,-0.9931,-0.4304,-4.8793
3.4750,-0.9969,-0.3079,-4.9230
3.4875,-0.9992,-0.1849,-4.9592
3.5000,-1.0000,-0.0617,-4.9877
3.5125,-0.9992,0.0617,-5.0085
3.5250,-0.9969,0.1849,-5.0216
3.5375,-0.9931,0.3079,-5.0269
3.5500,-0.9877,0.4304,-5.0245
3.5625,-0.9808,0.5522,-5.0144
3.5750,-0.9724,0.6732,-4.9965
3.5875,-0.9625,0.7932,-4.9709
3.6000,-0.9511,0.9119,-4.9377
3.6125,-0.9382,1.0292,-4.8968
3.6250,-0.9239,1.1450,-4.8484
3.6375,-0.9081,1.2589,-4.7925
3.6500,-0.8910,1.3709,-4.7292
3.6625,-0.8725,1.4808,-4.6586
3.6750,-0.8526,1.5885,-4.5809
3.6875,-0.8315,1.6937,-4.4961
3.7000,-0.8090,1.7962,-4.4043
3.7125,-0.7853,1.8960,-4.3058
3.7250,-0.7604,1.9929,-4.2006
3.7375,-0.7343,2.0867,-4.0889
3.7500,-0.7071,2.1773,-3.9710
3.7625,-0.6788,2.2645,-3.8469
3.7750,-0.6494,2.3482,-3.7169
3.7875,-0.6191,2.4283,-3.5811
3.8000,-0.5878,2.5047,-3.4399
3.8125,-0.5556,2.5772,-3.2933
3.8250,-0.5225,2.6457,-3.1416
3.8375,-0.4886,2.7102,-2.9851
3.8500,-0.4540,2.7704,-2.8240
3.8625,-0.4187,2.8265,-2.6586
3.8750,-0.3827,2.8781,-2.4890
3.8875,-0.3461,2.9253,-2.3156
3.9000,-0.3090,2.9680,-2.1387
3.9125,-0.2714,3.0061,-1.9584
3.9250,-0.2334,3.0396,-1.7752
3.9375,-0.1951,3.0684,-1.5891
3.9500,-0.1564,3.0925,-1.4007
3.9625,-0.1175,3.1118,-1.2100
3.9750,-0.0785,3.1262,-1.0175
3.9875,-0.0393,3.1360,-0.8235
4.0000,-0.0000,3.1408,-0.6282
4.0125,0.0393,3.1407,-0.4319
4.0250,0.0785,3.1360,-0.2349
4.0375,0.1175,3.1262,-0.0376
4.0500,0.1564,3.1118,0.1598
4.0625,0.1951,3.0924,0.3570
4.0750,0.2334,3.0684,0.5536
4.0875,0.2714,3.0397,0.7493
4.1000,0.3090,3.0061,0.9439
4.1125,0.3461,2.9681,1.1370
4.1250,0.3827,2.9253,1.3284
4.1375,0.4187,2.8781,1.5177
4.1500,0.4540,2.8265,1.7046
4.1625,0.4886,2.7704,1.8890
4.1750,0.5225,2.7102,2.0704
4.1875,0.5556,2.6457,2.2487
4.2000,0.5878,2.5772,2.4235
4.2125,0.6191,2.5048,2.5945
4.2250,0.6494,2.4283,2.7616
4.2375,0.6788,2.3483,2.9244
4.2500,0.7071,2.2644,3.0826
4.2625,0.7343,2.1772,3.2362
4.2750,0.7604,2.0867,3.3847
4.2875,0.7853,1.9929,3.5280
4.3000,0.8090,1.8960,3.6659
4.3125,0.8315,1.7962,3.7981
4.3250,0.8526,1.6936,3.9245
4.3375,0.8725,1.5885,4.0448
4.3500,0.8910,1.4808,4.1589
4.3625,0.9081,1.3710,4.2665
4.3750,0.9239,1.2589,4.3676
4.3875,0.9382,1.1449,4.4620
4.4000,0.9511,1.0292,4.5494
4.4125,0.9625,0.9119,4.6299
4.4250,0.9724,0.7932,4.7032
4.4375,0.9808,0.6732,4.7693
4.4500,0.9877,0.5522,4.8280
4.4625,0.9931,0.4304,4.8793
4.4750,0.9969,0.3079,4.9230
4.4875,0.9992,0.1849,4.9592
4.5000,1.0000,0.0617,4.9877
4.5125,0.9992,-0.0617,5.0085
4.5250,0.9969,-0.1849,5.0216
4.5375,0.9931,-0.3079,5.0269
4.5500,0.9877,-0.4304,5.0245
4.5625,0.9808,-0.5522,5.0144
4.5750,0.9724,-0.6732,4.9965
4.5875,0.9625,-0.7932,4.9709
4.6000,0.9511,-0.9119,4.9377
4.6125,0.9382,-1.0292,4.8968
4.6250,0.9239,-1.1449,4.8484
4.6375,0.9081,-1.2589,4.7925
4.6500,0.8910,-1.3710,4.7292
4.6625,0.8725,-1.4808,4.6586
4.6750,0.8526,-1.5885,4.5809
4.6875,0.8315,-1.6936,4.4961
4.7000,0.8090,-1.7962,4.4043
4.7125,0.7853,-1.8960,4.3058
4.7250,0.7604,-1.9929,4.2006
4.7375,0.7343,-2.0867,4.0890
4.7500,0.7071,-2.1772,3.9710
4.7625,0.6788,-2.2644,3.8469
4.7750,0.6494,-2.3483,3.7169
4.7875,0.6191,-2.4283,3.5811
4.8000,0.5878,-2.5048,3.4399
4.8125,0.5556,-2.5772,3.2933
4.8250,0.5225,-2.6457,3.1416
4.8375,0.4886,-2.7102,2.9852
4.8500,0.4540,-2.7704,2.8240
4.8625,0.4187,-2.8265,2.6586
4.8750,0.3827,-2.8781,2.4890
4.8875,0.3461,-2.9253,2.3156
4.9000,0.3090,-2.9681,2.1387
4.9125,0.2714,-3.0061,1.9584
4.9250,0.2334,-3.0397,1.7752
4.9375,0.1951,-3.0684,1.5891
4.9500,0.1564,-3.0924,1.4007
4.9625,0.1175,-3.1118,1.2101
4.9750,0.0785,-3.1262,1.0175
4.9875,0.0393,-3.1360,0.8235
5.0000,0.0000,-3.1407,0.6281
5.0125,-0.0393,-3.1407,0.4319
5.0250,-0.0785,-3.1360,0.2349
5.0375,-0.1175,-3.1262,0.0376
5.0500,-0.1564,-3.1118,-0.1598
5.0625,-0.1951,-3.0924,-0.3570
5.0750,-0.2334,-3.0684,-0.5536
5.0875,-0.2714,-3.0397,-0.7493
5.1000,-0.3090,-3.0061,-0.9439
5.1125,-0.3461,-2.9681,-1.1370
5.1250,-0.3827,-2.9253,-1.3284
5.1375,-0.4187,-2.8781,-1.5177
5.1500,-0.4540,-2.8265,-1.7046
5.1625,-0.4886,-2.7704,-1.8890
5.1750,-0.5225,-2.7102,-2.0704
5.1875,-0.5556,-2.6457,-2.2487
5.2000,-0.5878,-2.5772,-2.4235
5.2125,-0.6191,-2.5048,-2.5945
5.2250,-0.6494,-2.4283,-2.7616
5.2375,-0.6788,-2.3483,-2.9244
5.2500,-0.7071,-2.2644,-3.0826
5.2625,-0.7343,-2.1772,-3.2362
5.2750,-0.7604,-2.0867,-3.3847
5.2875,-0.7853,-1.9929,-3.5280
5.3000,-0.8090,-1.8960,-3.6659
5.3125,-0.8315,-1.7962,-3.7981
5.3250,-0.8526,-1.6936,-3.9245
5.3375,-0.8725,-1.5885,-4.0448
5.3500,-0.8910,-1.4808,-4.1589
5.3625,-0.9081,-1.3710,-4.2665
5.3750,-0.9239,-1.2589,-4.3676
